Pasal-Ayat,Isi
1428,Semua penundaan pembayaran kepada seseorang tidak menghalangi suatu perjumpaan utang
1429,"Perjumpaan terjadi tanpa membedakan sumber piutang kedua belah pihak itu, kecuali: 1. bila dituntut pengembalian suatu barang yang secara berlawanan dengan hukum dirampas dan pemiliknya, 2. bila apa yang dituntut adalah pengembalian suatu barang yang dititipkan atau dipinjamkan, 3. terhadap suatu utang yang bersumber pada tunjangan nafkah yang telah dinyatakan tak dapat disita."
1430,"Seorang penanggung utang boleh memperjuangkan apa yang wajib dibayar kepada debitur utama, tetapi debitur utama tak diperkenankan memperjumpakan apa yang harus dibayar kreditur kepada penanggung utang. Debitur dalam perikatan tanggung menanggung, juga tidak boleh memperjumpakan apa yang harus dibayar kreditur kepada debitur lain"
1431,"Seorang debitur yang secara murni dan sederhana telah menyetujui pemindahan hak-hak yang dilakukan oleh kreditur kepada seorang pihak ketiga, tak boleh lagi menggunakan terhadap pihak ketiga ini suatu perjumpaan utang yang sedianya dapat diajukan kepada kreditur sebelum pemindahan hak-hak tersebut. Pemindahan hak-hak yang tidak disetujui oleh debitur, tetapi telah diberitahukan kepadanya, hanyalah menghalangi perjumpaan utang-utang yang lahir sesudah pemberitahuan tersebut."
1432,"Jika utang-utang kedua belah pihak tidak dapat dibayar di tempat yang sama, maka utang-utang itu tidak dapat diperjumpakan tanpa mengganti biaya pengiriman"
1433,"Jika terdapat sebagian utang yang harus diperjumpakan dan dapat ditagih dan satu orang, maka dalam melakukan perjumpaan, harus diturut peraturan-peraturan yang ditulis dalam pasal 1399."
1434,"Perjumpaan tidak dapat terjadi atas kerugian hak yang diperoleh seorang pihak ketiga. Dengan demikian, seorang debitur yang kemudian menjadi kreditur pula, setelah pihak ketiga menyita barang yang harus dibayarkan, tak dapat menggunakan perjumpaan utang atas kerugian si penyita."
1435,"Seseorang yang telah membayar suatu utang yang telah dihapuskan demi hukum karena perjumpaan, pada waktu menagih suatu piutang yang tidak diperjumpakan, tak dapat lagi menggunakan hak istimewa dan hipotek-hipotek yang melekat pada piutang itu untuk kerugian pihak ketiga, kecuali jika ada suatu alasan sah yang menyebabkan ia tidak tahu tentang adanya piutang tersebut yang seharusnya diperjumpakan dengan utangnya."
1436,"Bila kedudukan sebagai kreditur dan debitur berkumpul pada satu orang, maka terjadilah demi hukum suatu percampuran utang dan oleh sebab itu piutang dihapuskan"
1437,"Percampuran Utang yang terjadi pada debitur utama berlaku juga untuk keuntungan para penanggung utangnya. Percampuran yang terjadi pada diri penanggung utang, sekali-kali tidak mengakibatkan hapusnya utang pokok. Percampuran yang terjadi pada diri salah satu dan pada debitur tanggung-menanggung, tidak berlaku untuk keuntungan para debitur tanggung-menanggung lain hingga melebihi bagiannya dalam utang tanggung-menanggung."
1438,"Pembebasan suatu utang tidak dapat hanya diduga-duga, melainkan harus dibuktikan"
1439,"Pembebasan suatu utang tidak dapat hanya diduga-duga, melainkan harus dibuktikan"
1440,"Pembebasan suatu utang atau pelepasan menurut persetujuan untuk kepentingan salah seorang debitur dalam perikatan tanggung-menanggung, membebaskan semua debitur yang lain, kecuali jika kreditur dengan tegas menyatakan hendak mempertahankan hak-haknya terhadap orangorang tersebut terakhir, dalam hal itu, ia tidak dapat menagih piutangnya sebelum dikurangkan bagian dan debitur yang telah dibebaskan olehnya"
1441,Pengambilan barang yang diberikan dalam gadai tidaklah cukup untuk menjadikan alasan dugaan tentang pembebasan utang
1442,"Pembebasan suatu utang atau pelepasan menurut persetujuan yang diberikan kepada debitur utama, membebaskan para penanggung utang. Pembebasan yang diberikan kepada salah seorang penanggung utang, tidak membebaskan para penanggung lainnya."
1443,"Apa yang telah diterima kreditur dan seorang penanggung Utang sebagai pelunasan tanggungannya, harus dianggap telah dibayar untuk mengurangi utang yang bersangkutan, dan harus digunakan untuk melunasi utang debitur utama dan tanggungan para penanggung lainnya"
1444,"Jika barang tertentu yang menjadi pokok persetujuan musnah, tak dapat diperdagangkan, atau hilang hingga tak diketahui sama sekali apakah barang itu masih ada, atau tidak, maka hapuslah perikatannya, asal barang itu musnah atau hilang di luar kesalahan debitur dan sebelum ia lalai menyerahkannya. Bahkan meskipun debitur lalai menyerahkan suatu barang, yang sebelumnya tidak ditanggung terhadap kejadian-kejadian yang tak terduga, perikatan tetap hapus jika barang itu akan musnah juga dengan cara yang sama di tangan kreditur, seandainya barang tersebut sudah diserahkan kepadanya. Debitur diwajibkan membuktikan kejadian tak terduga yang dikemukakannya. Dengan cara bagaimanapun suatu barang hilang atau musnah, orang yang mengambil barang itu sekali-kali tidak bebas dan kewajiban untuk mengganti harga."
1445,"Jika barang yang terutang musnah, tak lagi dapat diperdagangkan, atau hilang di luar kesalahan debitur, maka debitur, jika ia mempunyai hak atau tuntutan ganti rugi mengenai barang tersebut, diwajibkan memberikan hak dan tuntutan tersebut kepada kreditur."
1446,"Semua perikatan yang dibuat oleh anak yang belum dewasa, atau orang-orang yang berada di bawah pengampuan adalah batal demi hukum, dan atas tuntutan yang diajukan oleh atau dan pihak mereka, harus dinyatakan batal, semata-mata atas dasar kebelumdewasaan atau pengampuannya. Perikatan yang dibuat oleh perempuan yang bersuami dan oleh anak-anak yang belum dewasa yang telah disamakan dengan orang dewasa, tidak batal demi hukum, sejauh perikatan tersebut tidak melampaui batas kekuasaan mereka."
1447,"Ketentuan pasal yang lalu tidak berlaku untuk perikatan yang timbul dan suatu kejahatan atau pelanggaran atau dan suatu perbuatan yang telah menimbulkan kerugian bagi orang lain. Begitu juga kebelumdewasaan tidak dapat diajukan sebagai alasan untuk melawan perikatan yang dibuat oleh anak-anak yang belum dewasa dalam perjanjian perkawinan dengan mengindahkan ketentuan Pasal 1601g, atau persetujuan perburuhan yang tunduk pada ketentuan Pasal 1601h."
1448,"Jika tata cara yang ditentukan untuk sahnya perbuatan yang menguntungkan anak-anak yang belum dewasa dan orang-orang yang berada di bawah pengampuan telah terpenuhi, atau jika orang yang menjalankan kekuasaan orangtua, wali atau pengampu telah melakukan perbuatanperbuatan yang tidak melampaui batas-batas kekuasaannya, maka anak-anak yang belum dewasa dan orang-orang yang berada di bawah pengampuan itu dianggap telah melakukan sendiri perbuatan-perbuatan itu setelah mereka menjadi dewasa atau tidak lagi berada di bawah pengampuan, tanpa mengurangi hak mereka untuk menuntut orang yang melakukan kekuasaan orangtua, wali atau pengampu itu bila ada alasan untuk itu"
1449,"Perikatan yang dibuat dengan paksaan, penyesatan atau penipuan, menimbulkan tuntutan untuk membatalkannya."
1450,"Dengan alasan telah dirugikan, orang-orang dewasa, dan juga anak-anak yang belum dewasa bila mereka dapat dianggap sebagai orang dewasa, hanyalah dapat menuntut pembatalan pengikatan yang telah mereka buat dalam hal-hal khusus yang ditetapkan undang-undang."
1451,"Pernyataan batalnya perikatan-perikatan berdasarkan ketidakcakapan orang-orang tersebut dalam Pasal 1330, mengakibatkan pulihnya barang-barang dan orang-orang yang bersangkutan dalam keadaan seperti sebelum perikatan dibuat, dengan pengertian bahwa segala sesuatu yang telah diberikan atau dibayar kepada orang tak berwenang, akibat perikatan itu, hanya dapat dituntut kembali bila barang yang bersangkutan masih berada di tangan orang tak berwenang tadi, atau bila ternyata bahwa orang ini telah mendapatkan keuntungan dan apa yang telah diberikan atau dibayar itu atau bila yang dinikmati telah dipakai bagi kepentingannya."
1452,"Pernyataan batal yang berdasarkan adanya paksaan, penyesatan atau penipuan, juga mengakibatkan barang dan orang yang bersangkutan pulih dalam keadaan seperti sebelum perikatan dibuat."
1453,"Dalam hal-hal tersebut dalam Pasal 1446 dan 1449, orang yang terhadapnya tuntutan untuk pernyataan batalnya suatu perikatan dikabulkan, wajib juga mengganti biaya, kerugian dan bunga, jika ada alasan untuk itu"
1454,"Bila suatu tuntutan untuk pernyataan batalnya suatu perikatan tidak dibatasi dengan suatu ketentuan undang-undang khusus mengenai waktu yang lebih pendek, maka suatu itu adalah lima tahun. Waktu tersebut mulai berlaku: dalam hal kebelumdewasaan sejak hari kedewasaan, dalam hal pengampuan, sejak hari pencabutan pengampuan, dalam hal paksaan, sejak hari paksaan itu berhenti, dalam hal penyesatan atau penipuan, sejak hari diketahuinya penyesatan atau penipuan itu, dalam hal perbuatan seorang perempuan bersuami yang dilakukan tanpa kuasa suami, sejak hari pembubaran perkawinan, dalam hal batalnya suatu perikatan termaksud dalam Pasal 1341, sejak hari diketahuinya bahwa kesadaran yang diperlukan untuk kebatalan itu ada. Waktu tersebut di atas, yaitu waktu yang ditetapkan untuk mengajukan tuntutan, tidak berlaku terhadap kebatalan yang diajukan sebagai pembelaan atau tangkisan, yang selalu dapat dikemukakan."
1455,"Barangsiapa mengira bahwa ia dapat menuntut pembatalan suatu pengikatan atas dasar berbagai alasan, wajib mengajukan alasan-alasan itu sekaligus, atau ancaman akan ditolak alasan-alasan yang diajukan kemudian, kecuali bila alasan-alasan yang diajukan kemudian ternyata karena kesalahan pihak lawan, tidak dapat diketahui lebih dahulu."
1456,"Tuntutan untuk pernyataan batalnya suatu perikatan, gugur jika perikatan itu dikuatkan secara tegas atau secara diam-diam, sebagai berikut: oleh anak yang belum dewasa, setelah ia menjadi dewasa, oleh orang yang berada di bawah pengampuan, setelah pengampuannya dihapuskan, oleh perempuan bersuami yang bertindak tanpa bantuan suaminya, setelah perkawinannya bubar, oleh orang yang mengajukan alasan adanya paksaan, penyesatan atau penipuan, setelah paksaan itu berhenti atau setelah penyesatan atau penipuan itu diketahuinya."
1457,"Jual beli adalah suatu persetujuan dengan mana pihak yang satu mengikatkan dirinya untuk menyerahkan suatu barang, dan pihak yang lain untuk membayar harga yang dijanjikan."
1458,"Jual beli dianggap telah terjadi antara kedua belah pihak, segera setelah orang-orang itu mencapai kesepakatan tentang barang tersebut beserta harganya, meskipun barang itu belum diserahkan dan harganya belum dibayar."
1459,"Hak milik atas barang yang dijual tidak pindah kepada pembeli selama barang itu belum diserahkan menurut Pasal 612, 613 dan 616."
1460,"Jika barang yang dijual itu berupa barang yang sudah ditentukan, maka sejak saat pembelian, barang itu menjadi tanggungan pembeli, meskipun penyerahannya belum dilakukan dan penjual berhak menuntut harganya."
1461,"Jika barang dijual bukan menurut tumpukan melainkan menurut berat, jumlah dan ukuran, maka barang itu tetap menjadi tanggungan penjual sampai ditimbang, dihitung atau diukur."
1462,"Sebaliknya jika barang itu dijual menurut tumpukan, maka barang itu menjadi tanggungan pembeli, meskipun belum ditimbang, dihitung atau diukur"
1463,"Jual beli yang dilakukan dengan percobaan atau atas barang yang biasanya dicoba terlebih dahulu, selalu dianggap telah dilakukan dengan syarat tangguh."
1464,"Jika pembelian dilakukan dengan memberi uang panjar, maka salah satu pihak tak dapat membatalkan pembelian itu dengan menyuruh memiliki atau mengembalikan uang panjarnya"
1465,"Harga beli harus ditetapkan oleh kedua belah pihak. Namun penaksirannya dapat diserahkan kepada pihak ketiga. Jika pihak ketiga itu tidak suka atau tidak mampu membuat taksiran, maka tidaklah terjadi suatu pembelian."
1466,Biaya akta jual beli dan biaya tambahan lain dipikul oleh pembeli kecuali kalau diperjanjikan sebaliknya.
1467,"Antara suami istri tidak dapat terjadi jual beli, kecuali dalam tiga hal berikut: 1. jika seorang suami atau istri menyerahkan barang-barang kepada istri atau suaminya, yang telah dipisahkan oleh Pengadilan, untuk memenuhi hak istri atau suaminya itu menurut hukum, 2. jika penyerahan dilakukan oleh seorang suami kepada istrinya berdasarkan alasan yang sah, misalnya untuk mengembalikan barang si istri yang telah dijual atau uang si istri, sekedar barang atau uang tersebut dikecualikan dari persatuan, 3. jika istri menyerahkan barang kepada suaminya untuk melunasi jumlah uang yang telah ia janjikan kepada suaminya itu sebagai harta perkawinan, sekedar barang itu dikecualikan dari persatuan. Namun ketiga hal ini tidak mengurangi hak para ahli waris pihak-pihak yang melakukan perbuatan, bila salah satu pihak telah memperoleh keuntungan secara tidak langsung."
1468,"Para Hakim, Jaksa, Panitera, Advokat, Pengacara, Juru Sita dan Notaris tidak boleh atas dasar penyerahan menjadi pemilik hak dan tuntutan yang menjadi pokok perkara yang sedang ditangani oleh Pengadilan Negeri yang dalam wilayahnya mereka melakukan pekerjaan, atas ancaman kebatalan serta penggantian biaya, kerugian dan bunga"
1469,"Atas ancaman yang sama, para pegawai yang memangku suatu jabatan umum tidak boleh membeli barang-barang yang dijual oleh atau di hadapan mereka, untuk dirinya sendiri atau untuk orang lain. Sekedar mengenai barang bergerak jika dianggap perlu untuk kepentingan umum, pemerintah berkuasa membebaskan pegawai-pegawai tersebut dari larangan tersebut. Demikian pula dalam hal-hal luar biasa, tetapi untuk kepentingan para penjual, pemerintah boleh memberikan izin kepada pegawai-pegawai termaksud dalam pasal ini untuk membeli barangbarang tak bergerak yang dijual di hadapan mereka"
1470,"Begitu pula atas ancaman yang sama, tidaklah boleh menjadi pembeli pada penjualan di bawah tangan, baik pembelian itu dilakukan oleh mereka sendiri maupun melalui perantara: para kuasa, sejauh mengenai barang-barang yang dikuasakan kepada mereka untuk dijual, para pengurus, sejauh mengenai benda milik negara dan milik badan-badan umum yang dipercayakan kepada pemeliharaan dan pengurusan mereka. Namun pemerintah leluasa untuk memberikan kebebasan dan larangan itu kepada para pengurus umum. Semua wali dapat membeli barang-barang tak bergerak kepunyaan anak-anak yang berada di bawah perwalian mereka, dengan cara yang ditentukan dalam Pasal 399"
1471,"Jual beli atas barang orang lain adalah batal dan dapat memberikan dasar kepada pembeli untuk menuntut penggantian biaya, kerugian dan bunga, jika ia tidak mengetahui bahwa barang itu kepunyaan orang lain."
1472,"Jika ada saat penjualan, barang yang dijual telah musnah sama sekali, maka pembelian adalah batal. Jika yang musnah hanya sebagian saja, maka pembeli leluasa untuk membatalkan pembelian atau menuntut bagian yang masih ada serta menyuruh menetapkan harganya menurut penilaian yang seimbang."
1473,"Penjual wajib menyatakan dengan jelas, untuk apa ia mengikatkan dirinya, janji yang tidak jelas dan dapat diartikan dalam berbagai pengertian, harus ditafsirkan untuk kerugiannya."
1474,"Penjual wajib menyatakan dengan jelas, untuk apa ia mengikatkan dirinya, janji yang tidak jelas dan dapat diartikan dalam berbagai pengertian, harus ditafsirkan untuk kerugiannya."
1475,Penyerahan ialah pemindahan barang yang telah dijual ke dalam kekuasaan dan hak milik si pembeli.
1476,Penyerahan ialah pemindahan barang yang telah dijual ke dalam kekuasaan dan hak milik si pembeli.
1477,"Penyerahan harus dilakukan di tempat barang yang dijual itu berada pada waktu penjualan, jika tentang hal itu tidak diadakan persetujuan lain."
1478,"Penjual tidak wajib menyerahkan barang yang bersangkutan, jika pembeli belum membayar harganya sedangkan penjual tidak mengizinkan penundaan pembayaran kepadanya."
1479,Dihapus dengan S. 1906-348.
1480,"Jika penyerahan tidak dapat dilaksanakan karena kelalaian penjual, maka pembeli dapat menuntut pembatalan pembelian menurut ketentuan-ketentuan Pasal 1266 dan 1267."
1481,"Barang yang bersangkutan harus diserahkan dalam keadaan seperti pada waktu penjualan. Sejak saat penyerahan, segala hasil menjadi kepunyaan pembeli."
1482,"Kewajiban menyerahkan suatu barang meliputi segala sesuatu yang menjadi perlengkapannya dan dimaksudkan bagi pemakaiannya yang tetap, beserta surat bukti milik jika ada"
1483,"Penjual wajib menyerahkan barang yang dijual dalam keadaan utuh, sebagaimana dinyatakan dalam persetujuan, dengan perubahan-perubahan sebagai berikut."
1484,"Jika penjualan sebuah barang tak bergerak dilakukan dengan menyebutkan luas atau isinya dan hartanya ditentukan menurut ukurannya, maka penjual wajib menyerahkan jumlah yang dinyatakan dalam persetujuan, dan jika ia tidak mampu melakukannya atau pembeli tidak menuntutnya maka penjual harus bersedia menerima pengurangan harga menurut perimbangan."
1485,"Sebaliknya, jika dalam hal yang disebutkan dalam pasal yang lalu barang tak bergerak itu ternyata lebih luas daripada yang dinyatakan dalam persetujuan, maka pembeli boleh memilih untuk menambah harganya menurut perbandingan atau untuk membatalkan pembelian itu, bila kelebihannya itu mencapai seperdua puluh dari luas yang dinyatakan dalam persetujuan."
1486,"Dalam hal lain, baik jika yang dijual itu adalah barang tertentu maupun jika penjualan itu adalah mengenai pekarangan yang terbatas dan terpisah satu sama lain, ataupun jika penjualan itu mengenai suatu barang yang dari semula telah disebutkan ukurannya atau yang keterangan tentang ukurannya akan menyusul, maka penyebutan ukuran itu tidak dapat menjadi alasan bagi penjual untuk menambah harga untuk apa yang melebihi ukuran itu, pula tidak dapat menjadi alasan bagi pembeli untuk mengurangi harga untuk apa yang kurang dari ukuran itu kecuali bila selisih antara ukuran yang sebenarnya dan ukuran yang dinyatakan dalam persetujuan ada seperdua puluh, dihitung menurut harga seluruh barang yang dijual kecuali kalau dijanjikan sebaliknya"
1487,"Jika menurut pasal yang lalu ada alasan untuk menaikkan harga untuk kelebihan dari ukuran, maka pembeli boleh memilih untuk membatalkan pembelian, atau untuk membayar harga yang telah dinaikkan serta bunga bila ia telah memegang barang yang tak bergerak itu."
1488,"Dalam hal pembeli membatalkan pembelian penjual wajib mengembalikan harga barang, jika itu telah diterima olehnya dan juga biaya yang telah dikeluarkan untuk melakukan pembelian dan penyerahan sejauh pembeli telah membayarnya menurut persetujuan."
1489,"Tuntutan dari pihak penjual untuk memperoleh penambahan uang harga penjualan dan tuntutan dari pihak pembeli untuk memperoleh pengurangan uang harga pembelian atau pembatalan pembelian, harus diajukan dalam waktu satu tahun, terhitung mulai dari hari dilakukannya penyerahan, jika tidak, maka tuntutan itu gugur."
1490,"Jika dua bidang pekarangan dijual bersama-sama dalam satu persetujuan dengan suatu harga dan luas masing-masing disebut tetapi yang satu ternyata lebih luas daripada yang lain, maka selisih ini dihapus dengan cara memperjumpakan keduanya sampai jumlah yang diperlukan, dan tuntutan untuk penambahan atau untuk pengurangan tidak boleh diajukan selain menurut aturan-aturan yang ditentukan di atas."
1491,"Penanggungan yang menjadi kewajiban penjual terhadap pembeli, adalah untuk menjamin dua hal, yaitu: pertama, penguasaan barang yang dijual itu secara aman dan tenteram, kedua, tiadanya cacat yang tersembunyi pada barang tersebut, atau yang sedemikian rupa sehingga menimbulkan alasan untuk pembatalan pembelian."
1492,"Meskipun pada waktu penjualan dilakukan tidak dibuat janji tentang penanggungan, penjual demi hukum wajib menanggung pembeli terhadap tuntutan hak melalui hukum untuk menyerahkan seluruh atau sebagian barang yang dijual itu kepada pihak ketiga, atau terhadap beban yang menurut keterangan pihak ketiga dimilikinya atas barang tersebut tetapi tidak diberitahukan sewaktu pembelian dilakukan."
1493,"Kedua belah pihak, dengan persetujuan-persetujuan istimewa boleh memperluas atau mengurangi kewajiban yang ditetapkan oleh undang-undang ini dan bahkan mereka boleh mengadakan persetujuan bahwa penjual tidak wajib menanggung sesuatu apa pun."
1494,"Meskipun telah diperjanjikan bahwa penjual tidak akan menanggung sesuatu apa pun, ia tetap bertanggung jawab atas akibat dari suatu perbuatan yang dilakukannya, segala persetujuan yang bertentangan dengan ini adalah batal."
1495,"Dalam hal ada janji yang sama, jika terjadi penuntutan hak melalui hukum untuk menyerahkan barang yang dijual kepada seseorang, maka penjual wajib mengembalikan uang harga pembelian, kecuali bila pembeli sewaktu pembelian diadakan telah mengetahui adanya penghukuman untuk menyerahkan barang yang dibelinya itu, atau membeli barang itu dengan menyatakan akan memikul sendiri untung ruginya."
1496,"kecuali bila pembeli sewaktu pembelian diadakan telah mengetahui adanya penghukuman untuk menyerahkan barang yang dibelinya itu, atau membeli barang itu dengan menyatakan akan memikul sendiri untung ruginya."
1497,"Jika ternyata bahwa pada waktu diadakan penuntutan hak melalui hukum, barang itu telah merosot harganya atau sangat rusak, baik karena kelalaian pembeli maupun karena keadaan memaksa, maka penjual wajib mengembalikan uang harga pembelian seluruhnya. Tetapi jika pembeli telah mendapat keuntungan karena kerugian yang disebabkan olehnya, maka penjual berhak mengurangi barang-barang tersebut dengan suatu jumlah yang sama dengan keuntungan tersebut."
1498,"Jika ternyata pada waktu diadakan penuntutan hak melalui hukum, barang itu telah bertambah harganya, meskipun tanpa perbuatan pembeli, maka penjual wajib untuk membayar kepada pembeli itu apa yang melebihi uang harga pembelian itu."
1499,"Penjual wajib mengembalikan kepada pembeli atau menyuruh orang yang mengadakan penuntutan hak melalui hukum untuk mengembalikan segala sesuatu yang telah dikeluarkan oleh pembeli untuk pembetulan dan perbaikan yang perlu pada barang yang bersangkutan. Jika penjual telah menjual barang orang lain dengan itikad buruk, maka ia wajib mengembalikan segala biaya yang telah dikeluarkan pembeli, bahkan juga biaya yang dikeluarkannya semata-mata untuk memperindah atau mengubah bentuk barangnya."
1500,"Jika hanya sebagian dari barang itu yang dituntut, sedangkan bagian itu, dalam hubungan dengan keseluruhannya adalah sedemikian penting sehingga pembeli tidak akan membeli barang itu, seandainya bagian itu tidak ada, maka ia dapat meminta pembatalan pembeliannya, asal ia memajukan tuntutan untuk itu dalam satu tahun setelah hari putusan atas penuntutan hak melalui hukum memperoleh kekuatan hukum yang pasti."
1501,"Jika hanya sebagian dari barang itu yang dituntut, sedangkan bagian itu, dalam hubungan dengan keseluruhannya adalah sedemikian penting sehingga pembeli tidak akan membeli barang itu, seandainya bagian itu tidak ada, maka ia dapat meminta pembatalan pembeliannya, asal ia memajukan tuntutan untuk itu dalam satu tahun setelah hari putusan atas penuntutan hak melalui hukum memperoleh kekuatan hukum yang pasti."
1502,"Jika ternyata bahwa barang yang dijual itu dibebani dengan pengabdian- pengabdian pekarangan tetapi hal itu tidak diberitahukan kepada pembeli, sedangkan pengabdian- pengabdian pekarangan itu sedemikian penting, sehingga dapat diduga bahwa pembeli tidak akan melakukan pembelian jika hal itu diketahuinya, maka ia dapat menuntut pembatalan pembelian, kecuali jika ia memilih menerima ganti rugi."
1503,"Jaminan terhadap suatu penuntutan hak menurut hukum berakhir, jika pembeli membiarkan diri dihukum oleh Hakim dengan suatu putusan yang sudah mempunyai kekuatan hukum yang pasti tanpa memanggil penjual, dan penjual itu membuktikan bahwa ada alasan untuk menolak gugatan tersebut."
1504,"Penjual harus menanggung barang itu terhadap cacat tersembunyi, yang sedemikian rupa sehingga barang itu tidak dapat digunakan untuk tujuan yang dimaksud, atau yang demikian mengurangi pemakaian, sehingga seandainya pembeli mengetahui cacat itu, ia sama sekali tidak akan membelinya atau tidak akan membelinya selain dengan harga yang kurang."
1505,Penjual tidak wajib menjamin barang terhadap cacat yang kelihatan dan dapat diketahui sendiri oleh pembeli.
1506,Penjual tidak wajib menjamin barang terhadap cacat yang kelihatan dan dapat diketahui sendiri oleh pembeli.
1507,"Dalam hal-hal yang tersebut dalam Pasal 1504 dan 1505, pembeli dapat memilih akan mengembalikan barangnya sambil menuntut kembali uang harga pembelian atau akan tetap memiliki barang itu sambil menuntut kembali sebagian dari uang harga pembelian, sebagaimana ditentukan oleh Hakim setelah mendengar ahli tentang itu."
1508,"Jika penjual telah mengetahui cacat-cacat barang itu, maka selain wajib mengembalikan uang harga pembelian yang telah diterimanya, ia juga wajib mengganti segala biaya, kerugian dan bunga."
1509,"Jika penjual tidak mengetahui adanya cacat-cacat barang, maka ia hanya wajib mengembalikan uang harga barang pembelian dan mengganti biaya untuk menyelenggarakan pembelian dan penyerahan, sekedar itu dibayar oleh pembeli."
1510,"Jangka waktu yang ditetapkan harus diartikan secara mutlak dan tidak boleh diperpanjang oleh Hakim, bila penjual lalai memajukan tuntutan untuk membeli kembali dalam tenggang waktu yang telah ditentukan maka pembeli tetap menjadi pemilik barang yang telah dibelinya."
1511,"Tuntutan yang didasarkan atas cacat yang dapat menyebabkan pembatalan pembelian, harus diajukan oleh pembeli dalam waktu yang pendek, menurut sifat cacat itu dan dengan mengindahkan kebiasaan-kebiasaan di tempat persetujuan pembelian dibuat."
1512,Tuntutan itu tidak dapat diajukan dalam hal penjualan-penjualan yang dilakukan atas kuasa Hakim.
1513,Kewajiban utama pembeli adalah membayar harga pembelian pada waktu dan di tempat yang ditetapkan dalam persetujuan.
1514,Kewajiban utama pembeli adalah membayar harga pembelian pada waktu dan di tempat yang ditetapkan dalam persetujuan.
1515,"Pembeli walaupun tidak ada suatu perjanjian yang tegas, wajib membayar bunga dari harga pembelian, jika barang yang dijual dan diserahkan memberi hasil atau pendapatan lain."
1516,"Jika dalam menguasai barang itu pembeli diganggu oleh suatu tuntutan hukum yang didasarkan hipotek atau suatu tuntutan untuk memperoleh kembali barang tersebut, atau jika pembeli mempunyai suatu alasan yang patut untuk khawatir akan diganggu dalam penguasaannya, maka ia dapat menangguhkan pembayaran harga pembelian sampai penjual menghentikan gangguan tersebut, kecuali jika penjual memilih memberikan jaminan atau jika telah diperjanjikan bahwa pembeli wajib membayar tanpa mendapat jaminan atas segala gangguan."
1517,"Jika pembeli tidak membayar harga pembelian, maka penjual dapat menuntut pembatalan jual beli itu menurut ketentuan-ketentuan Pasal 1266 dan 1267."
1518,"Meskipun demikian, dalam hal penjualan barang-barang dagangan dan perabot rumah, pembatalan pembelian untuk kepentingan penjual terjadi demi hukum dan tanpa peringatan, setelah lewatnya waktu yang ditentukan untuk mengambil barang yang dijual."
1519,"Meskipun demikian, dalam hal penjualan barang-barang dagangan dan perabot rumah, pembatalan pembelian untuk kepentingan penjual terjadi demi hukum dan tanpa peringatan, setelah lewatnya waktu yang ditentukan untuk mengambil barang yang dijual."
1520,"Hak untuk membeli kembali tidak boleh diperjanjikan untuk waktu yang lebih lama dari lima tahun. Jika hak tersebut diperjanjikan untuk waktu yang lebih lama, maka waktu itu diperpendek sampai menjadi lima tahun."
1521,"Jangka waktu yang ditetapkan harus diartikan secara mutlak dan tidak boleh diperpanjang oleh Hakim, bila penjual lalai memajukan tuntutan untuk membeli kembali dalam tenggang waktu yang telah ditentukan maka pembeli tetap menjadi pemilik barang yang telah dibelinya."
1522,"Jangka waktu ini berlaku untuk kerugian tiap orang, bahkan untuk kerugian anak-anak yang belum dewasa, tanpa mengurangi hak mereka untuk menuntut penggantian kepada orang yang bersangkutan jika ada alasan untuk itu."
1523,"Penjual suatu barang tak bergerak yang telah meminta diperjanjikan hak untuk membeli kembali barang yang dijualnya, boleh menggunakan haknya terhadap seorang pembeli kedua, meskipun dalam persetujuan kedua belah tidak disebutkan janji tersebut."
1524,"Barangsiapa membeli dengan perjanjian membeli kembali, memperoleh segala hak penjual sebagai penggantinya ia dapat menggunakan hak lewat waktunya baik terhadap pemilik sejati saja yang mengira punya hak hipotek atau hak lain atas barang yang dijual itu."
1525,"Terhadap para kreditur kepada penjual, ia dapat menggunakan hak istimewa, untuk melaksanakan tuntutan hak melalui hukum."
1526,"Jika seseorang yang dengan perjanjian membeli kembali telah membeli suatu bagian dari suatu barang tak bergerak yang belum terbagi, setelah terhadapnya diajukan suatu gugatan untuk pemisahan dan pembagian menjadi pembeli dari seluruh barang tersebut bila orang ini hendak menggunakan hak membeli kembali."
1527,"Jika berbagai orang secara bersama-sama dan dalam satu persetujuan penjualan suatu barang yang menjadi hak mereka bersama, maka masing-masing hanya dapat menggunakan haknya untuk kembali sekedar mengenai bagiannya"
1528,"Hak yang sama terjadi bila seseorang yang sendirian menjual suatu barang, meninggalkan beberapa ahli waris. Masing-masing di antara para ahli waris itu hanya boleh menggunakan hak membeli kembali atas jumlah sebesar bagiannya."
1529,"Hak yang sama terjadi bila seseorang yang sendirian menjual suatu barang, meninggalkan beberapa ahli waris. Masing-masing di antara para ahli waris itu hanya boleh menggunakan hak membeli kembali atas jumlah sebesar bagiannya."
1530,"Jika penjualan suatu barang kepunyaan berbagai orang tidak dilakukan oleh mereka bersama-sama untuk seluruhnya, melainkan masing-masing menjual sendiri-sendiri bagiannya maka masing-masing dapat sendiri-sendiri menggunakan haknya untuk membeli kembali bagian yang menjadi haknya, dan pembeli tidak boleh memaksa siapa pun yang menggunakan haknya secara demikian untuk mengoper barang yang bersangkutan seluruhnya."
